PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
307757845,23043075,10,2023-03-24T09:25:00,"600 Block Wood St Pittsburgh, PA 15222",Y,Central Business District,2,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats. / 13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant",201,6,6,-79.99947653,40.44212886
307760285,23043096,0,2023-03-24T09:00:00,"10 Block Pride St Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,,,,
307785499,23043250,0,2023-03-24T14:50:00,"Coffey Way & 6th Ave Pittsburgh, PA 15222",Y,Central Business District,2,99,601.16 Public Urination And Defecation,201,6,6,-79.99892231,40.44189713
307795362,23043307,27,2023-03-17T16:32:00,"Middletown Rd & Ladoga St Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2022,2,5,-80.06944256,40.45157689
307797659,23043396,18,2023-03-24T19:34:00,"Emlin St & East St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession,2304,1,1,-79.99800156,40.45441293
307798052,23043420,18,2023-03-24T19:34:00,"Emlin St & East St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use,2304,1,1,-79.99800156,40.45441293
307803718,23043514,10,2023-03-25T00:34:00,"600 Block Smithfield St Pittsburgh, PA 15219",Y,Central Business District,2,TERRORISTIC THREATS,"2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 4914 False Identification to Law Enforcement Authorities",201,6,6,-79.99740883,40.44153322
307804884,23043530,10,2023-03-25T01:15:00,"1600 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 5101 Obstructing Admin. of Law  / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 9999 (Misc. Crime): 5104.2 Evading Arrest or Detention on Foot,1702,3,3,-79.98264984,40.42875471
306570508,23036133,99,2023-03-11T00:50:00,"2100 Block Walton Ave Pittsburgh, PA 15210",Y,Overbrook,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,3204,4,5,-79.99427292,40.39115347
-3664000057,23036360,27,2023-03-11T00:01:00,"1800 Block Winhurst St Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2701,1,1,-80.04364344,40.48879632
306651690,23036614,99,2023-03-12T01:13:00,"7300 Block Kelly St Pittsburgh, PA 15208",N,Homewood South,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1303,9,2,-79.89483711,40.45503484
306652767,23036621,15,2023-03-12T00:41:00,"Ohio River Blvd & Marshall Ave Ramp Pittsburgh, PA 15233",Y,Chateau,1,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 3743 Accidents Involving Damage to Attended Veh. or Property / 9129 Miscellaneous Investigation / 1543 Driving While Operating Privilege is Suspended or Revoked.,2108,,,,
306674674,23036781,99,2023-03-12T10:42:00,"Anderson St & Isabella St Pittsburgh, PA 15212",Y,North Shore,1,AIDED CASE,9497 Aided Case,2205,1,6,-80.00050635,40.44822645
306677414,23036459,0,2023-03-11T18:30:00,"North Shore Dr & Tony Dorsett Dr Pittsburgh, PA 15212",Y,North Shore,1,99,601.16 Public Urination And Defecation,2205,1,6,-80.00989232,40.44617403
308155630,23046523,0,2023-03-30T11:00:00,"200 Block Fern St Pittsburgh, PA 15224",N,Garfield,5,99,9994 PFA Service,1016,9,2,-79.937388,40.47178423
308157289,23046552,0,2023-03-30T13:00:00,"5300 Block Kincaid St Pittsburgh, PA 15224",N,Garfield,5,99,9994 PFA Service,1017,,,,
308186198,23046666,10,2023-03-26T11:00:00,"100 Block S Highland Ave Pittsburgh, PA 15206",Y,East Liberty,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1115,7,2,-79.91938163,40.47262204
308195223,23046872,6,2023-03-30T13:30:00,"Perrysville Ave & Buena Vista St Pittsburgh, PA 15214",N,Perry South,1,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",2614,6,1,-80.01376922,40.46311891
307513850,23042012,0,2023-03-22T11:00:00,"10 Block Cedricton St Pittsburgh, PA 15210",N,Carrick,3,99,9993 PFA Service with Weapons Supplement,2901,4,3,-79.99125122,40.40519806
307530145,23042071,99,2023-03-21T18:00:00,"500 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,FOUND PROPERTY,9489 Found Property,1914,2,5,-80.0101142,40.4229593
307541172,23042128,99,2023-03-22T14:30:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2108,6,1,-80.02196846,40.45121772
307542231,23042111,0,2023-03-22T14:15:00,"Smithfield St & Strawberry Way Pittsburgh, PA 15219",Y,Central Business District,2,99,601.16 Public Urination And Defecation,201,6,6,-79.99728926,40.44215131
307553636,23042140,18,2023-03-22T14:30:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",Y,Homewood North,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,1302,9,2,-79.89630115,40.45740466
307571718,23042303,10,2023-03-22T19:25:00,"600 Block Climax St Pittsburgh, PA 15210",Y,Allentown,3,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 13(a)(31) Marijuana: Possession Small Amount / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 901 Criminal Attempt / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 2709.2 Stalking Conduct or Repeatedly Communicates,1803,3,5,-79.9973088,40.41992014
307573821,23041682,0,2023-03-21T17:35:00,"50 Block Carrick Ave Pittsburgh, PA 15210",Y,Carrick,3,99,9999 9999 - (Misc. Incident): ,2904,4,3,-79.98237906,40.38876086
308043940,23045561,10,2023-03-28T16:25:00,"Elsie St & Eleanor St Pittsburgh, PA 15210",Y,South Side Slopes,3,SIMPLE ASSAULT,2709(a) Harassment. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1603,3,3,-79.97305712,40.41657473
306467582,23035485,99,2023-03-09T19:13:00,"4000 Block Beechwood Blvd Pittsburgh, PA 15217",Y,Greenfield,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1517,5,3,-79.93693802,40.42719489
306495137,23035600,10,2023-03-09T23:42:00,"1000 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.99461586,40.44341901
306538374,23035820,0,2023-03-10T12:05:00,"5100 Block Penn Ave Pittsburgh, PA 15224",N,Garfield,5,99,9999 9999 - (Misc. Incident): ,1017,7,2,-79.94273724,40.4647828
306541017,23035821,6,2023-03-10T12:15:00,"3000 Block Liberty Ave Pittsburgh, PA 15201",N,Polish Hill,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,605,7,6,-79.97142626,40.45836343
306541641,23035827,99,2023-03-10T12:26:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",Y,Point Breeze North,4,MENTAL 201/302,9498 302 (Mental),1405,9,2,-79.8928014,40.44965463
307801016,23043372,29,2023-03-24T18:50:00,"300 Block Moore Ave Pittsburgh, PA 15210",N,Knoxville,3,LOCATED RUNAWAY - OUTSIDE CITY,0291 Located Runaway - Outside City,3001,3,5,-79.99301005,40.41136009
307804521,23043503,6,2023-03-25T00:04:00,"Centre Ave & Crawford St Pittsburgh, PA 15219",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.98601321,40.44103761
307804982,23043589,0,2023-03-25T04:00:00,"1700 Block Bentley Dr Pittsburgh, PA 15219",N,Central Business District,2,99,9994 PFA Service,201,,,,
307805816,23043570,0,2023-03-25T03:11:00,"Van Braam St & Tustin St Pittsburgh, PA 15219",N,Bluff,2,99,8106 Shots Fired,103,6,3,-79.98270559,40.4371173
307835591,23043863,4,2023-03-25T16:26:00,"800 Block Climax St Pittsburgh, PA 15210",Y,Allentown,3,AGG-ASSAULT,2702 Aggravated Assault. / 2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person.,1803,3,5,-79.99366008,40.41997543
306259571,23034545,6,2023-03-07T22:35:00,"2100 Block Spring St Pittsburgh, OH 15210",Y,Arlington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1603,3,3,-79.97763407,40.41693496
306265883,23034541,99,2023-03-07T22:20:00,"11th St & Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,MENTAL 201/302,9498 302 (Mental),201,7,6,-79.99386191,40.44494458
306270046,23034565,6,2023-03-07T23:30:00,"10 Block Bedford Sq Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1702,3,3,-79.98606823,40.42933444
306282483,23034671,99,2023-03-08T08:09:00,"500 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,FOUND DRUGS,9017 Found Drugs,1918,4,5,-80.02363457,40.39622106
306311859,23034806,0,2023-03-08T13:00:00,"1800 Block St Patrick St Pittsburgh, PA 15210",N,South Side Slopes,3,99,9994 PFA Service,1706,3,3,-79.9811427,40.41862297
306325547,23034793,0,2023-03-08T05:14:00,"3300 Block Preble Ave Pittsburgh, PA 15133",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2704,1,1,-80.04449112,40.47466351
306330139,23034838,5,2023-03-08T14:00:00,"2600 Block Mission St Pittsburgh, PA 15203",N,South Side Slopes,3,BURGLARY,3502 Burglary.,1608,,,,
306343331,23034991,6,2023-03-06T06:00:00,"3400 Block Ligonier St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,603,7,2,-79.96650721,40.46211484
307805356,23043494,1,2023-03-25T03:06:00,"7700 Block Frankstown Ave Pittsburgh, PA 15221",N,Homewood North,5,CRIMINAL HOMICIDE,2501 Criminal Homicide.,1301,9,2,-79.88806501,40.45551873
-3544013921,23043645,6,2023-03-25T08:48:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.92217494,40.46516578
307830344,23043764,10,2023-03-25T13:42:00,"7200 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood North,5,SIMPLE ASSAULT,2701 Simple Assault.,1302,9,2,-79.8962698,40.45738892
307833907,23043979,10,2023-03-25T18:57:00,"Liberty Ave & 9th St Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.99797698,40.44294454
307843466,23043813,6,2023-03-23T23:59:00,"400 Block Selma St Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,9,2,-79.92412331,40.46502822
307849943,23044263,0,2023-03-26T05:25:00,"800 Block N Homewood Ave Pittsburgh, PA 15208",N,Homewood South,5,99,8106 Shots Fired,1303,9,2,-79.89639923,40.45652212
306679975,23036889,6,2023-03-12T15:07:00,"2100 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",2901,4,3,-79.98652356,40.39319983
306681056,23036854,0,2023-03-12T13:29:00,"900 Block Freeport  Rd Pittsburgh, PA 15338",Y,Lincoln-Lemington-Belmar,5,99,3929(a)(4) Retail Theft; under-rings merchandise,1201,9,2,-79.89235295,40.4861185
306684603,23036956,27,2023-03-12T17:50:00,"7200 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1303,9,2,-79.89749641,40.45462031
306687172,23036975,6,2023-03-12T19:18:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 13(a)(32) Paraphernalia - Use or Possession",2304,1,1,-80.00090781,40.45089356
306689163,23037017,6,2023-03-12T20:51:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1918,4,5,-80.01918981,40.39287944
305732313,23031038,0,2023-03-01T14:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9994 PFA Service,1106,9,2,-79.90861668,40.47030563
305749429,23031222,0,2023-03-01T19:15:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9993 PFA Service with Weapons Supplement,1106,9,2,-79.90861668,40.47030563
-3592000563,23031435,27,2023-03-02T07:54:00,"Narcissus Ave & Glen Mawr St Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2018,2,5,-80.05037773,40.45422468
305769447,23031413,26,2023-03-02T06:58:00,"William Penn Pl & 7th Ave Pittsburgh, PA 15219",N,Central Business District,2,CRIMINAL TRESPASS,3503 Criminal Trespass,201,6,6,-79.99582209,40.44247708
305803948,23031577,11,2023-03-02T12:00:00,"3000 Block Zephyr Ave Pittsburgh, PA 15204",Y,Sheraden,6,THEFT BY DECEPTION,3922 Theft by Deception.,2018,2,5,-80.05345044,40.45632167
307642186,23038160,6,2023-03-15T09:00:00,"2200 Block Broadway Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 3304 Criminal Mischief. / 3928 Unauthorized Use of Automobile and Other Vehicles. / 1.3(1) Own or Operate a Chop Shop,1920,4,5,-80.03068295,40.40378969
307671766,23042721,23,2023-03-23T14:55:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-79.99740883,40.44153322
307699184,23042846,23,2023-03-23T19:15:00,"Strawberry Way & Smithfield St Pittsburgh, PA 15219",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-79.99728926,40.44215131
307713034,23042987,99,2023-03-24T02:17:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.99604095,40.43503957
307756626,23043060,6,2023-03-24T08:47:00,"400 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 2706 Terroristic Threats.,201,6,6,-79.99932299,40.43878699
308040965,23045557,10,2023-03-27T15:25:00,"100 Block Tecumseh St Pittsburgh, PA 15207",Y,Hazelwood,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1515,,,,
308104313,23046005,10,2023-03-29T13:20:00,"Federal St N & Citron Way Pittsburgh, PA 15212",N,Central North Side,1,SIMPLE ASSAULT,2701 Simple Assault.,2206,1,1,-80.006794,40.45594541
308105918,23045886,99,2023-03-29T09:07:00,"5000 Block Ladora Way Pittsburgh, PA 15207",N,Hazelwood,4,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1501,5,3,-79.94755851,40.40774549
308125937,23046197,0,2023-03-29T18:00:00,"3700 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,99,13(a)(12) Obtaining Cont. Subst. by Fraudulent Means,2708,1,1,-80.03519808,40.48325453
308135588,23046306,14,2023-03-30T01:27:00,"600 Block Eureka St Pittsburgh, PA 15210",Y,Allentown,3,CRIM MISCHIEF,3304 Criminal Mischief. / 9498 302 (Mental),1803,3,5,-79.99744974,40.42371686
308184756,23046673,5,2023-03-30T16:46:00,"1600 Block Crucible St Pittsburgh, PA 15220",N,Crafton Heights,6,BURGLARY,3502 Burglary. / 2701 Simple Assault.,2814,2,5,-80.05172116,40.44745713
306553138,23035936,0,2023-03-10T16:15:00,"5400 Block Penn Ave Pittsburgh, PA 15206",Y,Friendship,5,99,9093 Indirect Criminal Contempt,807,9,2,-79.9364169,40.46466272
306572218,23036157,29,2023-03-11T02:30:00,"1300 Block Westfield St Pittsburgh, PA 15216",N,Beechview,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,1916,4,5,-80.01937524,40.41410262
306575873,23036197,14,2023-03-11T04:39:00,"100 Block Belle Isle Ave Pittsburgh, PA 15226",N,Brookline,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5506 Loitering and Prowling at Night / 2709.2 Stalking Conduct or Repeatedly Communicates,1917,4,5,-80.02378432,40.40011892
306581185,23033457,0,2023-03-05T10:44:00,"Apple Ave & Upland St Pittsburgh, PA 15206",Y,Homewood North,5,99,627.02(b)(i) Possessing a small amount of marijuana / 4524 Windshield Obstructions and Wipers.,1301,9,2,-79.89433242,40.46244336
307844086,23039698,4,2023-03-25T22:00:00,"Hamilton Ave & Collier St Pittsburgh, PA 15206",Y,Larimer,5,AGG-ASSAULT,"2702 Aggravated Assault. / 4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 3743 Accidents Involving Damage to Attended Veh. or Property / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 9501 Bench Warrant / 3732.1 Aggravated Assault by Vehicle / 3714 Careless Driving / 3733 Fleeing or Attempting to Elude Police Officer / 6110.2 Possesion of Firearm with Altered Mfg. Number / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 3736 Reckless Driving",1208,9,2,-79.89299564,40.45360746
307845213,23044078,18,2023-03-25T22:00:00,"Hamilton Ave & Collier St Pittsburgh, PA 15208",Y,Homewood South,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,1303,9,2,-79.89299564,40.45360746
307848823,23044181,21,2023-03-26T01:39:00,"12th St & Liberty Ave Pittsburgh, PA 15222",Y,Strip District,2,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment / 3334 Turning Movements and Required Signals. / 3736 Reckless Driving / 3714 Careless Driving,203,7,6,-79.9918244,40.44522507
307852409,23044289,14,2023-03-26T08:35:00,"1900 Block Ley St Pittsburgh, PA 15212",N,Troy Hill,1,CRIM MISCHIEF,3304 Criminal Mischief.,2406,1,1,-79.981765,40.46601591
307871785,23044520,99,2023-03-26T17:30:00,"300 Block Devonshire St Pittsburgh, PA 15213",N,Shadyside,4,MENTAL 201/302,9498 302 (Mental),709,8,2,-79.94639189,40.45355876
307871290,23044589,99,2023-03-26T19:39:00,"700 Block Walter St Pittsburgh, PA 15210",N,Allentown,3,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1803,,,,
307876558,23044608,6,2023-03-26T20:30:00,"1300 Block Earlham St Pittsburgh, PA 15205",N,Bluff,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,103,,,,
307887126,23044669,99,2023-03-27T00:27:00,"1000 Block Memory Ln Pittsburgh, PA 15219",N,Bedford Dwellings,2,AIDED CASE,9497 Aided Case / 9498 302 (Mental),509,6,3,-79.97963258,40.44959218
307887549,23044700,0,2023-03-27T02:04:00,"2900 Block Stafford St Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,2,5,-80.0504727,40.45674054
307890121,23044730,6,2023-03-27T05:10:00,"500 Block Blvd Of The Allies Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud / 3304 Criminal Mischief.,201,6,6,-79.99708957,40.43657034
306343905,23034999,99,2023-03-08T16:00:00,"1800 Block Buena Vista St Pittsburgh, PA 15212",N,Perry South,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2614,6,1,-80.01544719,40.4597723
306351595,23035023,3,2023-03-08T19:56:00,"1600 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle.,103,6,3,-79.9838081,40.43835816
306352154,23034909,0,2023-03-08T16:30:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,99,3503(b.1) Criminal Trespass - Simple Trespasser,1115,8,2,-79.92259331,40.46013934
306352897,23034987,99,2023-03-08T18:39:00,"N Highland Ave & East Liberty Blvd Pittsburgh, PA 15206",N,East Liberty,5,DRUG INVESTIGATION,9124 Drug Investigation,1113,9,2,-79.92276019,40.46595693
306358656,23035030,29,2023-03-08T16:30:00,"300 Block W Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,RUNAWAYS - JUVENILE,029 Missing Juvenile,1501,5,3,-79.94721208,40.40656849
306364365,22155205,6,2023-03-08T22:10:00,"Middle St & Foreland St Pittsburgh, PA 15212",Y,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 13(a)(16) Possession of Controlled Substance / 5503 Disorderly Conduct. / 9501 Bench Warrant,2304,1,1,-79.99939273,40.45457671
306386880,23035202,10,2023-03-08T08:50:00,"300 Block Zara St Pittsburgh, PA 15210",N,Knoxville,3,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,3001,3,5,-79.99309324,40.41577936
306394499,23035250,99,2023-03-08T21:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,DRUG INVESTIGATION,9124 Drug Investigation,1106,9,2,-79.90861668,40.47030563
306408119,23035261,99,2023-03-09T08:40:00,"3200 Block Tuxedo St Pittsburgh, AR 15204",N,Sheraden,6,MENTAL 201/302,9498 302 (Mental),2022,,,,
306426873,23035303,0,2023-03-09T11:10:00,"5800 Block Hobart St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9994 PFA Service,1408,5,3,-79.92291955,40.43373392
306435394,23035346,0,2023-03-09T13:35:00,"2100 Block Walton Ave Pittsburgh, PA 15210",N,Overbrook,3,99,9994 PFA Service,3204,4,5,-79.99427292,40.39115347
-3562043763,23044298,14,2023-03-26T08:45:00,"1500 Block West Liberty Ave Pittsburgh, PA 15226",N,Brookline,6,CRIM MISCHIEF,3304 Criminal Mischief.,1917,4,5,-80.01592937,40.41051597
